id,first_name,last_name,phone_number,specialization,work_experience
749,Митофан,Михеев,+7 (989) 563 16-16,Автоэлектрик,25.4
750,Евграф,Яковлев,+7 (976) 753 61-19,Рихтовщик,12.4
751,Рюрик,Кондратьев,+7 (961) 472 29-91,Шиномонтажник,22.3
752,Андроник,Шилов,+7 (910) 278 62-98,Шиномонтажник,4.8
753,Милен,Антонов,+7 (903) 886 92-69,Кузовщик,15.1
754,Кузьма,Муравьев,+7 (985) 183 56-88,Кузовщик,2.0
755,Евлампий,Шашков,+7 (965) 244 77-83,Автомаляр,31.6
756,Максимильян,Комаров,+7 (956) 328 28-80,Автослесарь,13.0
757,Клавдий,Соболев,+7 (951) 218 31-33,Шиномонтажник,17.2
758,Фадей,Блинов,+7 (973) 888 55-00,Кузовщик,20.6
759,Юлий,Суханов,+7 (961) 719 42-98,Автомаляр,6.1
760,Венедикт,Андреев,+7 (983) 859 96-33,Автомаляр,18.6
761,Нифонт,Лобанов,+7 (913) 307 51-36,Автомеханик,6.4
762,Севастьян,Наумов,+7 (984) 228 07-62,Автоэлектрик,29.7
763,Станимир,Веселов,+7 (986) 747 31-57,Шиномонтажник,29.4
764,Олег,Савин,+7 (931) 126 58-31,Кузовщик,5.5
765,Спартак,Панфилов,+7 (981) 184 46-92,Кузовщик,9.3
766,Андрей,Носков,+7 (908) 700 99-07,Автослесарь,29.8
767,Тарас,Мухин,+7 (962) 664 70-62,Автослесарь,4.8
768,Тихон,Логинов,+7 (923) 557 48-22,Автомеханик,21.2
769,Ираклий,Калашников,+7 (925) 501 24-55,Автомаляр,22.0
770,Любим,Гришин,+7 (953) 959 52-09,Автоэлектрик,25.0
771,Агафон,Копылов,+7 (966) 829 04-65,Автомаляр,3.5
772,Болеслав,Михеев,+7 (994) 356 16-24,Автомеханик,4.4
773,Гордей,Шаров,+7 (982) 177 68-35,Кузовщик,5.6
774,Поликарп,Лукин,+7 (957) 131 39-40,Автослесарь,27.0
775,Пахом,Григорьев,+7 (997) 491 84-40,Шиномонтажник,14.7
776,Евлампий,Филиппов,+7 (958) 233 99-52,Кузовщик,30.6
777,Радим,Самсонов,+7 (916) 469 51-19,Рихтовщик,9.4
778,Клавдий,Маслов,+7 (957) 442 99-97,Шиномонтажник,18.8
779,Ферапонт,Блохин,+7 (961) 529 21-23,Рихтовщик,6.0
780,Юрий,Сергеев,+7 (951) 931 36-53,Автоэлектрик,7.9
781,Ираклий,Красильников,+7 (983) 213 88-74,Рихтовщик,11.5
782,Вышеслав,Голубев,+7 (943) 495 41-54,Автоэлектрик,1.0
783,Рубен,Дорофеев,+7 (994) 512 90-73,Автоэлектрик,29.0
784,Соломон,Носков,+7 (987) 752 27-77,Шиномонтажник,25.0
785,Порфирий,Фролов,+7 (931) 250 93-63,Автослесарь,29.3
786,Фирс,Гаврилов,+7 (983) 381 95-16,Кузовщик,10.4
787,Гостомысл,Евдокимов,+7 (932) 351 51-01,Автомеханик,4.0
788,Аникей,Котов,+7 (916) 402 70-66,Автоэлектрик,17.1
789,Милий,Третьяков,+7 (958) 463 22-59,Автоэлектрик,20.7
790,Мефодий,Петров,+7 (988) 860 19-89,Автомаляр,5.4
791,Панкрат,Кузнецов,+7 (987) 617 14-99,Автослесарь,21.2
792,Панкратий,Ситников,+7 (991) 623 34-01,Автослесарь,15.3
793,Спартак,Горшков,+7 (902) 652 16-24,Автомаляр,19.6
794,Януарий,Пестов,+7 (967) 235 24-45,Автомеханик,8.4
795,Аникей,Карпов,+7 (947) 544 37-57,Автомеханик,14.2
796,Милан,Осипов,+7 (980) 871 51-44,Шиномонтажник,12.7
797,Добромысл,Казаков,+7 (969) 203 13-83,Автомаляр,23.1
798,Мартын,Захаров,+7 (914) 909 15-25,Автоэлектрик,21.5
799,Ираклий,Кошелев,+7 (919) 337 10-63,Кузовщик,31.5
800,Ян,Киселев,+7 (947) 594 71-93,Шиномонтажник,21.1
801,Никодим,Павлов,+7 (953) 796 11-67,Шиномонтажник,15.9
802,Дорофей,Михайлов,+7 (915) 245 79-42,Автомеханик,16.8
803,Андрей,Молчанов,+7 (946) 957 99-66,Автомаляр,1.4
804,Кондрат,Галкин,+7 (911) 759 44-28,Автомаляр,12.0
805,Ярополк,Лаврентьев,+7 (915) 452 40-03,Кузовщик,19.0
806,Остап,Попов,+7 (949) 538 33-20,Кузовщик,28.1
807,Артем,Бирюков,+7 (976) 290 67-78,Автомеханик,28.2
808,Андрон,Баранов,+7 (961) 217 11-25,Автомаляр,25.6
809,Артем,Гаврилов,+7 (954) 307 81-73,Автомеханик,17.9
810,Клавдий,Русаков,+7 (944) 394 19-28,Автоэлектрик,8.0
811,Тимур,Гуляев,+7 (934) 794 69-68,Рихтовщик,4.9
812,Артемий,Бобров,+7 (916) 793 94-69,Кузовщик,20.1
813,Автоном,Морозов,+7 (927) 549 43-20,Автомаляр,26.3
814,Никандр,Медведев,+7 (960) 422 25-04,Кузовщик,6.3
815,Евгений,Воронов,+7 (920) 876 66-61,Шиномонтажник,6.6
816,Милан,Ефремов,+7 (999) 778 15-15,Рихтовщик,7.0
817,Боян,Гуляев,+7 (923) 259 11-91,Автослесарь,26.0
818,Самуил,Евдокимов,+7 (917) 810 71-96,Автомаляр,16.0
819,Евлампий,Щукин,+7 (990) 460 63-29,Кузовщик,6.9
820,Гостомысл,Назаров,+7 (972) 135 86-14,Шиномонтажник,1.7
821,Евграф,Фомичев,+7 (977) 308 28-39,Рихтовщик,18.3
822,Потап,Григорьев,+7 (982) 352 72-22,Автомеханик,12.6
823,Филимон,Константинов,+7 (987) 617 01-31,Автомеханик,9.8
824,Амос,Исаков,+7 (962) 504 25-77,Автомаляр,7.0
825,Валентин,Коновалов,+7 (915) 327 72-94,Автомеханик,6.8
826,Арсений,Наумов,+7 (927) 388 12-10,Автомеханик,12.0
827,Владислав,Фадеев,+7 (967) 750 86-96,Автоэлектрик,6.0
828,Владимир,Лебедев,+7 (943) 942 95-76,Рихтовщик,10.0
829,Мариан,Артемьев,+7 (919) 218 52-28,Автоэлектрик,23.5
830,Ратмир,Кузнецов,+7 (927) 130 25-01,Шиномонтажник,6.8
831,Мартын,Антонов,+7 (975) 765 78-67,Рихтовщик,29.6
832,Трифон,Овчинников,+7 (919) 901 74-72,Кузовщик,8.8
833,Виктор,Игнатов,+7 (957) 588 88-57,Шиномонтажник,1.4
834,Кондратий,Никонов,+7 (940) 323 04-26,Рихтовщик,5.9
835,Мстислав,Денисов,+7 (904) 767 56-95,Рихтовщик,22.3
836,Кузьма,Соловьев,+7 (937) 849 02-22,Шиномонтажник,2.0
837,Валентин,Матвеев,+7 (951) 275 86-23,Рихтовщик,17.6
838,Азарий,Соловьев,+7 (958) 274 43-34,Автомеханик,5.1
839,Ираклий,Кудряшов,+7 (926) 154 22-98,Автомеханик,17.6
840,Валерьян,Исаев,+7 (970) 211 49-64,Автомеханик,5.8
841,Софон,Мартынов,+7 (942) 967 34-33,Рихтовщик,23.1
842,Валентин,Королев,+7 (955) 951 90-74,Кузовщик,14.7
843,Юрий,Ефремов,+7 (917) 396 52-99,Автомаляр,31.7
844,Будимир,Большаков,+7 (970) 406 83-76,Автомаляр,19.4
845,Илья,Котов,+7 (998) 475 52-32,Автослесарь,26.1
846,Станимир,Муравьев,+7 (902) 792 41-68,Шиномонтажник,2.4
847,Вениамин,Шарапов,+7 (966) 129 17-16,Автослесарь,27.6
848,Герасим,Евсеев,+7 (934) 639 98-47,Шиномонтажник,10.0
849,Каллистрат,Егоров,+7 (903) 441 21-79,Автоэлектрик,11.4
850,Корнил,Ширяев,+7 (918) 191 24-93,Автомаляр,12.3
851,Федосий,Воронов,+7 (928) 182 10-86,Автослесарь,19.8
852,Агап,Шестаков,+7 (904) 185 34-16,Шиномонтажник,25.4
853,Архип,Миронов,+7 (968) 692 14-41,Автомеханик,30.2
854,Савватий,Дьячков,+7 (999) 597 47-23,Автоэлектрик,31.9
855,Всеволод,Крюков,+7 (946) 208 39-24,Автомеханик,25.5
856,Демьян,Колесников,+7 (944) 405 53-31,Автомеханик,27.2
857,Кондрат,Исаев,+7 (948) 197 43-72,Автоэлектрик,28.3
858,Евстафий,Кошелев,+7 (931) 174 01-27,Автомаляр,24.3
859,Юлиан,Юдин,+7 (982) 716 15-42,Автоэлектрик,26.5
860,Епифан,Антонов,+7 (982) 956 77-66,Шиномонтажник,11.8
861,Андрон,Ефимов,+7 (988) 883 98-72,Автомеханик,11.9
862,Лаврентий,Савин,+7 (906) 202 86-24,Автомеханик,18.5
863,Артем,Буров,+7 (917) 783 26-24,Автослесарь,4.4
864,Творимир,Мясников,+7 (938) 333 64-83,Кузовщик,4.0
865,Федот,Игнатов,+7 (907) 230 32-97,Автослесарь,31.6
866,Фока,Хохлов,+7 (972) 563 49-88,Шиномонтажник,2.2
867,Архип,Стрелков,+7 (950) 855 14-73,Автомаляр,5.2
868,Игнатий,Петров,+7 (987) 494 41-12,Кузовщик,12.8
869,Зосима,Калашников,+7 (926) 823 24-05,Автоэлектрик,28.8
870,Стоян,Корнилов,+7 (956) 652 27-24,Автоэлектрик,5.6
871,Мефодий,Колобов,+7 (914) 334 61-70,Автослесарь,26.5
872,Владимир,Симонов,+7 (949) 369 44-79,Автомеханик,2.0
873,Богдан,Мамонтов,+7 (965) 816 77-38,Автомеханик,3.0
874,Август,Егоров,+7 (953) 419 52-35,Шиномонтажник,31.7
875,Галактион,Овчинников,+7 (968) 232 80-73,Автомеханик,24.8
876,Родион,Кабанов,+7 (964) 997 90-83,Кузовщик,9.8
877,Любомир,Богданов,+7 (976) 748 02-86,Автомаляр,3.0
878,Мирон,Кондратьев,+7 (979) 689 59-53,Автоэлектрик,4.4
879,Лев,Тарасов,+7 (975) 578 28-80,Автослесарь,14.1
880,Всеволод,Русаков,+7 (987) 326 34-61,Автомеханик,22.5
881,Эрнест,Морозов,+7 (907) 988 28-82,Рихтовщик,20.8
882,Леонтий,Федотов,+7 (965) 172 14-16,Автослесарь,9.8
883,Самуил,Галкин,+7 (970) 847 18-80,Кузовщик,20.3
884,Август,Нестеров,+7 (977) 812 76-47,Шиномонтажник,2.8
885,Марк,Блохин,+7 (931) 820 95-89,Кузовщик,3.1
886,Назар,Носов,+7 (994) 887 74-51,Автослесарь,5.9
887,Данила,Егоров,+7 (963) 619 63-19,Шиномонтажник,16.7
888,Всеволод,Кулаков,+7 (923) 407 08-03,Кузовщик,26.8
889,Лучезар,Зимин,+7 (902) 268 87-40,Автоэлектрик,26.7
890,Флорентин,Абрамов,+7 (947) 418 28-80,Автоэлектрик,2.0
891,Анатолий,Абрамов,+7 (989) 536 20-87,Автоэлектрик,9.9
892,Порфирий,Мишин,+7 (911) 146 16-29,Шиномонтажник,12.2
893,Милен,Горбунов,+7 (968) 491 51-17,Рихтовщик,17.9
894,Давыд,Рогов,+7 (937) 550 46-40,Автомаляр,11.0
895,Поликарп,Сорокин,+7 (973) 956 12-96,Кузовщик,4.6
896,Спиридон,Никифоров,+7 (959) 337 34-98,Кузовщик,16.0
897,Феофан,Зиновьев,+7 (920) 896 86-17,Автомеханик,6.7
898,Сократ,Бирюков,+7 (988) 273 67-10,Кузовщик,10.7
899,Всеволод,Логинов,+7 (980) 512 36-41,Автоэлектрик,23.9
900,Ратибор,Селезнев,+7 (957) 258 42-64,Кузовщик,25.0
901,Лев,Фомин,+7 (959) 130 11-74,Автомаляр,6.9
902,Арсений,Фадеев,+7 (977) 427 59-01,Автомаляр,30.6
903,Ермолай,Пономарев,+7 (998) 204 00-31,Автоэлектрик,9.6
904,Ерофей,Алексеев,+7 (906) 614 81-03,Рихтовщик,27.4
905,Кондратий,Лапин,+7 (933) 812 03-57,Рихтовщик,6.0
906,Прохор,Коновалов,+7 (909) 853 58-32,Автоэлектрик,28.6
907,Филарет,Шарапов,+7 (977) 974 89-00,Автомеханик,14.1
908,Борис,Воронцов,+7 (953) 433 27-97,Автомаляр,13.0
909,Сигизмунд,Горбачев,+7 (993) 813 71-61,Автомеханик,7.0
910,Эмиль,Жуков,+7 (953) 539 95-97,Автослесарь,24.5
911,Касьян,Карпов,+7 (929) 226 77-61,Автомеханик,6.3
912,Лучезар,Рогов,+7 (922) 343 70-34,Рихтовщик,31.2
913,Мефодий,Кудряшов,+7 (977) 266 60-75,Шиномонтажник,27.3
914,Добромысл,Попов,+7 (973) 423 92-51,Автомаляр,21.3
915,Радован,Трофимов,+7 (944) 459 87-92,Автослесарь,28.7
916,Федот,Вишняков,+7 (948) 515 99-04,Автомеханик,24.9
917,Глеб,Наумов,+7 (987) 577 85-88,Автомаляр,6.4
918,Святополк,Владимиров,+7 (950) 275 88-65,Шиномонтажник,18.0
919,Кирилл,Голубев,+7 (929) 843 10-21,Кузовщик,9.4
920,Якуб,Журавлев,+7 (985) 654 95-55,Автомеханик,16.5
921,Фотий,Галкин,+7 (913) 891 67-94,Автоэлектрик,3.7
922,Адам,Николаев,+7 (985) 800 34-80,Рихтовщик,13.2
923,Евгений,Агафонов,+7 (991) 814 54-44,Автомаляр,10.9
924,Леонтий,Самойлов,+7 (985) 278 00-83,Рихтовщик,5.3
925,Софрон,Лаврентьев,+7 (972) 393 45-67,Автоэлектрик,2.6
926,Яков,Назаров,+7 (905) 447 60-74,Рихтовщик,26.5
927,Наркис,Ильин,+7 (936) 522 94-30,Автомаляр,26.1
928,Юлиан,Гаврилов,+7 (926) 278 79-17,Автомаляр,9.2
929,Никон,Моисеев,+7 (942) 141 01-72,Автоэлектрик,9.0
930,Терентий,Белоусов,+7 (937) 924 16-73,Автомаляр,31.2
931,Ерофей,Фомин,+7 (974) 934 46-27,Рихтовщик,26.2
932,Изот,Елисеев,+7 (956) 578 27-55,Кузовщик,4.9
933,Прокл,Беляков,+7 (982) 772 54-66,Шиномонтажник,21.2
934,Радим,Осипов,+7 (926) 460 24-06,Автомеханик,6.3
935,Аристарх,Агафонов,+7 (990) 136 01-00,Автомеханик,4.5
936,Константин,Федосеев,+7 (904) 418 47-25,Шиномонтажник,6.4
937,Орест,Иванов,+7 (932) 803 04-22,Автомаляр,5.0
938,Авксентий,Ершов,+7 (923) 939 73-34,Кузовщик,10.7
939,Пимен,Щербаков,+7 (937) 168 62-42,Автослесарь,6.4
940,Мартын,Марков,+7 (928) 110 46-24,Автомаляр,18.9
941,Станислав,Журавлев,+7 (943) 502 14-03,Автомаляр,23.4
942,Иосиф,Дорофеев,+7 (948) 591 21-09,Автомеханик,27.2
943,Иосиф,Самойлов,+7 (977) 329 08-85,Автослесарь,31.5
944,Олег,Тарасов,+7 (955) 703 66-12,Автомаляр,19.8
945,Всеслав,Большаков,+7 (970) 113 35-61,Кузовщик,5.2
946,Сильвестр,Ситников,+7 (937) 811 06-76,Автомаляр,17.5
947,Семен,Гущин,+7 (911) 697 86-06,Автослесарь,26.9
948,Руслан,Романов,+7 (984) 379 09-17,Автослесарь,2.7
949,Николай,Борисов,+7 (944) 853 13-60,Автослесарь,7.3
950,Михаил,Журавлев,+7 (911) 504 56-49,Кузовщик,20.7
951,Ладислав,Наумов,+7 (926) 347 71-62,Автомаляр,25.7
952,Ермил,Елисеев,+7 (977) 448 91-38,Автомеханик,21.4
953,Андрей,Богданов,+7 (947) 588 17-65,Кузовщик,24.2
954,Амвросий,Дмитриев,+7 (942) 484 43-00,Автоэлектрик,17.9
955,Никон,Гуляев,+7 (975) 406 72-47,Автомаляр,5.6
956,Любосмысл,Голубев,+7 (992) 651 84-68,Автомаляр,5.4
957,Лукьян,Цветков,+7 (958) 814 67-80,Автослесарь,10.0
958,Ефрем,Богданов,+7 (958) 915 11-46,Автомаляр,12.4
959,Эрнст,Киселев,+7 (963) 839 01-64,Автоэлектрик,17.3
960,Семен,Горбунов,+7 (984) 541 59-89,Автомеханик,2.0
961,Евстигней,Воробьев,+7 (930) 624 31-84,Рихтовщик,11.0
962,Иосиф,Авдеев,+7 (999) 221 58-53,Шиномонтажник,22.5
963,Климент,Устинов,+7 (906) 161 80-67,Автомаляр,6.3
964,Амос,Вишняков,+7 (939) 531 52-57,Шиномонтажник,27.5
965,Корнил,Беспалов,+7 (927) 683 96-01,Рихтовщик,19.0
966,Юлий,Никитин,+7 (966) 655 21-50,Кузовщик,31.6
967,Твердислав,Тимофеев,+7 (938) 111 65-90,Автомеханик,10.9
968,Радован,Захаров,+7 (971) 314 10-27,Шиномонтажник,10.2
969,Яков,Некрасов,+7 (973) 303 54-50,Шиномонтажник,6.2
970,Агап,Родионов,+7 (949) 259 85-15,Рихтовщик,12.5
971,Константин,Юдин,+7 (964) 588 56-00,Рихтовщик,30.0
972,Аким,Андреев,+7 (901) 264 14-05,Автоэлектрик,29.8
973,Борис,Ковалев,+7 (912) 130 84-46,Автомеханик,4.5
974,Ермил,Шарапов,+7 (921) 768 33-09,Автослесарь,12.5
975,Селиван,Кудряшов,+7 (904) 457 67-28,Автослесарь,13.0
976,Всеволод,Лихачев,+7 (982) 972 33-00,Автоэлектрик,10.6
977,Ульян,Щукин,+7 (947) 980 25-08,Автоэлектрик,13.6
978,Ферапонт,Громов,+7 (931) 516 35-02,Автослесарь,1.9
979,Федор,Орехов,+7 (965) 270 17-38,Автоэлектрик,6.1
980,Савва,Бирюков,+7 (903) 212 18-42,Автоэлектрик,27.1
981,Самсон,Кошелев,+7 (988) 887 12-46,Автоэлектрик,30.5
982,Андрей,Щукин,+7 (944) 373 48-20,Автомаляр,28.9
983,Глеб,Гордеев,+7 (955) 916 79-57,Автоэлектрик,11.0
984,Андроник,Гущин,+7 (956) 609 82-10,Кузовщик,14.9
985,Терентий,Логинов,+7 (936) 568 04-47,Шиномонтажник,21.6
986,Савелий,Щербаков,+7 (910) 745 58-14,Кузовщик,15.6
987,Ян,Киселев,+7 (990) 326 03-45,Автомеханик,25.3
988,Евдоким,Анисимов,+7 (964) 134 45-11,Автомеханик,29.4
989,Лавр,Жуков,+7 (957) 587 11-26,Автоэлектрик,8.9
990,Август,Князев,+7 (998) 224 03-72,Автоэлектрик,30.6
991,Денис,Данилов,+7 (949) 639 07-11,Рихтовщик,14.8
992,Святополк,Игнатов,+7 (977) 680 45-59,Автоэлектрик,7.4
993,Радим,Костин,+7 (937) 818 97-88,Кузовщик,2.4
994,Тихон,Сергеев,+7 (957) 915 31-38,Автоэлектрик,7.4
995,Пров,Рыбаков,+7 (945) 204 47-85,Рихтовщик,21.2
996,Фрол,Ермаков,+7 (962) 180 95-78,Рихтовщик,25.1
997,Панкратий,Казаков,+7 (925) 641 50-59,Рихтовщик,2.4
998,Харлампий,Панфилов,+7 (947) 458 29-12,Автоэлектрик,10.6
999,Олег,Алексеев,+7 (955) 660 41-24,Автомаляр,13.9
1000,Аристарх,Костин,+7 (962) 622 82-04,Автослесарь,23.5
